,db_id,query,question
2104,cre_Doc_Control_Systems,SELECT role_code FROM ROLES;,What are all role codes?
2105,cre_Doc_Control_Systems,"SELECT role_description FROM ROLES WHERE role_code = ""ED"";",What is the description of role code ED?
2106,cre_Doc_Control_Systems,SELECT count(*) FROM Employees;,How many employees do we have?
2107,cre_Doc_Control_Systems,"SELECT T1.role_description FROM ROLES AS T1 JOIN Employees AS T2 ON T1.role_code = T2.role_code WHERE T2.employee_name = ""Koby"";",What is the role of the employee named Koby?
2108,cre_Doc_Control_Systems,"SELECT document_id ,  receipt_date FROM Documents;",List all document ids and receipt dates of documents.
2109,cre_Doc_Control_Systems,"SELECT T1.role_description ,  T2.role_code ,  count(*) FROM ROLES AS T1 JOIN Employees AS T2 ON T1.role_code = T2.role_code GROUP BY T2.role_code;","How many employees does each role have? List role description, id and number of employees."
2110,cre_Doc_Control_Systems,"SELECT Roles.role_description , count(Employees.employee_id) FROM ROLES JOIN Employees ON Employees.role_code = Roles.role_code GROUP BY Employees.role_code HAVING count(Employees.employee_id)  >  1;",List roles that have more than one employee. List the role description and number of employees.
2111,cre_Doc_Control_Systems,SELECT Ref_Document_Status.document_status_description FROM Ref_Document_Status JOIN Documents ON Documents.document_status_code = Ref_Document_Status.document_status_code WHERE Documents.document_id = 1;,What is the document status description of the document with id 1?
2112,cre_Doc_Control_Systems,"SELECT count(*) FROM Documents WHERE document_status_code = ""done"";",How many documents have the status code done?
2113,cre_Doc_Control_Systems,SELECT document_type_code FROM Documents WHERE document_id = 2;,List the document type code for the document with the id 2.
2114,cre_Doc_Control_Systems,"SELECT document_id FROM Documents WHERE document_status_code = ""done"" AND document_type_code = ""Paper"";",List the document ids for any documents with the status code done and the type code paper.
2115,cre_Doc_Control_Systems,SELECT Ref_Shipping_Agents.shipping_agent_name FROM Ref_Shipping_Agents JOIN Documents ON Documents.shipping_agent_code = Ref_Shipping_Agents.shipping_agent_code WHERE Documents.document_id = 2;,What is the name of the shipping agent of the document with id 2?
2116,cre_Doc_Control_Systems,"SELECT count(*) FROM Ref_Shipping_Agents JOIN Documents ON Documents.shipping_agent_code = Ref_Shipping_Agents.shipping_agent_code WHERE Ref_Shipping_Agents.shipping_agent_name = ""USPS"";",How many documents were shipped by USPS?
2117,cre_Doc_Control_Systems,"SELECT Ref_Shipping_Agents.shipping_agent_name , count(Documents.document_id) FROM Ref_Shipping_Agents JOIN Documents ON Documents.shipping_agent_code = Ref_Shipping_Agents.shipping_agent_code GROUP BY Ref_Shipping_Agents.shipping_agent_code ORDER BY count(Documents.document_id) DESC LIMIT 1;",Which shipping agent shipped the most documents? List the shipping agent name and the number of documents.
2118,cre_Doc_Control_Systems,SELECT receipt_date FROM Documents WHERE document_id = 3;,What is the receipt date of the document with id 3?
2119,cre_Doc_Control_Systems,SELECT Addresses.address_details FROM Addresses JOIN Documents_Mailed ON Documents_Mailed.mailed_to_address_id = Addresses.address_id WHERE document_id = 4;,What address was the document with id 4 mailed to?
2120,cre_Doc_Control_Systems,SELECT mailing_date FROM Documents_Mailed WHERE document_id = 7;,What is the mail date of the document with id 7?
2121,cre_Doc_Control_Systems,"SELECT document_id FROM Documents WHERE document_status_code  =  ""done"" AND document_type_code = ""Paper"" EXCEPT SELECT document_id FROM Documents JOIN Ref_Shipping_Agents ON Documents.shipping_agent_code = Ref_Shipping_Agents.shipping_agent_code WHERE Ref_Shipping_Agents.shipping_agent_name = ""USPS"";","List the document ids of documents with the status done and type Paper, which not shipped by the shipping agent named USPS."
2122,cre_Doc_Control_Systems,"SELECT document_id FROM Documents WHERE document_status_code  =  ""done"" AND document_type_code = ""Paper"" INTERSECT SELECT document_id FROM Documents JOIN Ref_Shipping_Agents ON Documents.shipping_agent_code = Ref_Shipping_Agents.shipping_agent_code WHERE Ref_Shipping_Agents.shipping_agent_name = ""USPS"";",List document id of documents status is done and document type is Paper and the document is shipped by shipping agent named USPS.
2123,cre_Doc_Control_Systems,SELECT draft_details FROM Document_Drafts WHERE document_id = 7;,What is draft detail of the document with id 7?
2124,cre_Doc_Control_Systems,SELECT count(*) FROM Draft_Copies WHERE document_id = 2;,How many draft copies does the document with id 2 have?
2125,cre_Doc_Control_Systems,"SELECT document_id , count(copy_number) FROM Draft_Copies GROUP BY document_id ORDER BY count(copy_number) DESC LIMIT 1;",Which document has the most draft copies? List its document id and number of draft copies.
2126,cre_Doc_Control_Systems,"SELECT document_id , count(*) FROM Draft_Copies GROUP BY document_id HAVING count(*)  >  1;",Which documents have more than 1 draft copies? List document id and number of draft copies.
2127,cre_Doc_Control_Systems,SELECT Employees.employee_name FROM Employees JOIN Circulation_History ON Circulation_History.employee_id = Employees.employee_id WHERE Circulation_History.document_id = 1;,List all employees in the circulation history of the document with id 1. List the employee's name.
2128,cre_Doc_Control_Systems,SELECT employee_name FROM Employees EXCEPT SELECT Employees.employee_name FROM Employees JOIN Circulation_History ON Circulation_History.employee_id = Employees.employee_id,List the employees who have not showed up in any circulation history of documents. List the employee's name.
2129,cre_Doc_Control_Systems,"SELECT Employees.employee_name , count(*) FROM Employees JOIN Circulation_History ON Circulation_History.employee_id = Employees.employee_id GROUP BY Circulation_History.document_id , Circulation_History.draft_number , Circulation_History.copy_number ORDER BY count(*) DESC LIMIT 1;",Which employee has showed up in most circulation history documents. List the employee's name and the number of drafts and copies.
2130,cre_Doc_Control_Systems,"SELECT document_id ,  count(DISTINCT employee_id) FROM Circulation_History GROUP BY document_id;","For each document, list the number of employees who have showed up in the circulation history of that document. List the document ids and number of employees."
2131,company_1,SELECT dname FROM department ORDER BY mgr_start_date,List all department names ordered by their starting date.
2132,company_1,SELECT Dependent_name FROM dependent WHERE relationship  =  'Spouse',find all dependent names who have a spouse relation with some employee.
2133,company_1,SELECT count(*) FROM dependent WHERE sex  =  'F',how many female dependents are there?
2134,company_1,SELECT t1.dname FROM department AS t1 JOIN dept_locations AS t2 ON t1.dnumber  =  t2.dnumber WHERE t2.dlocation  =  'Houston',Find the names of departments that are located in Houston.
2135,company_1,"SELECT fname ,  lname FROM employee WHERE salary  >  30000",Return the first names and last names of employees who earn more than 30000 in salary.
2136,company_1,"SELECT count(*) ,  sex FROM employee WHERE salary  <  50000 GROUP BY sex",Find the number of employees of each gender whose salary is lower than 50000.
2137,company_1,"SELECT fname ,  lname ,  address FROM employee ORDER BY Bdate","list the first and last names, and the addresses of all employees in the ascending order of their birth date."
2138,local_govt_in_alabama,SELECT T1.event_details FROM EVENTS AS T1 JOIN Services AS T2 ON T1.Service_ID  =  T2.Service_ID WHERE T2.Service_Type_Code  =  'Marriage',what are the event details of the services that have the type code 'Marriage'?
2139,local_govt_in_alabama,"SELECT T1.event_id ,  T1.event_details FROM EVENTS AS T1 JOIN Participants_in_Events AS T2 ON T1.Event_ID  =  T2.Event_ID GROUP BY T1.Event_ID HAVING count(*)  >  1",What are the ids and details of events that have more than one participants?
2140,local_govt_in_alabama,"SELECT T1.Participant_ID ,  T1.Participant_Type_Code ,  count(*) FROM Participants AS T1 JOIN Participants_in_Events AS T2 ON T1.Participant_ID  =  T2.Participant_ID GROUP BY T1.Participant_ID","How many events have each participants attended? List the participant id, type and the number."
2141,local_govt_in_alabama,"SELECT Participant_ID ,  Participant_Type_Code ,  Participant_Details FROM  Participants","What are all the the participant ids, type code and details?"
2142,local_govt_in_alabama,SELECT count(*) FROM participants WHERE participant_type_code  =  'Organizer',How many participants belong to the type 'Organizer'?
2143,local_govt_in_alabama,SELECT service_type_code FROM services ORDER BY service_type_code,List the type of the services in alphabetical order.
2144,local_govt_in_alabama,"SELECT service_id ,  event_details FROM EVENTS",List the service id and details for the events.
2145,local_govt_in_alabama,SELECT count(*) FROM participants AS T1 JOIN Participants_in_Events AS T2 ON T1.Participant_ID  =  T2.Participant_ID WHERE T1.participant_details LIKE '%Dr.%',How many events had participants whose details had the substring 'Dr.'
2146,local_govt_in_alabama,SELECT participant_type_code FROM participants GROUP BY participant_type_code ORDER BY count(*) DESC LIMIT 1,What is the most common participant type?
2147,local_govt_in_alabama,"SELECT T3.service_id ,  T4.Service_Type_Code FROM participants AS T1 JOIN Participants_in_Events AS T2 ON T1.Participant_ID  =  T2.Participant_ID JOIN EVENTS AS T3 ON T2.Event_ID   =  T3.Event_ID JOIN services AS T4 ON T3.service_id  =  T4.service_id GROUP BY T3.service_id ORDER BY count(*) ASC LIMIT 1",Which service id and type has the least number of participants?
2148,local_govt_in_alabama,SELECT Event_ID FROM Participants_in_Events GROUP BY Event_ID ORDER BY count(*) DESC LIMIT 1,What is the id of the event with the most participants?
2149,local_govt_in_alabama,SELECT event_id FROM EVENTS EXCEPT SELECT T1.event_id FROM Participants_in_Events AS T1 JOIN Participants AS T2 ON T1.Participant_ID  =  T2.Participant_ID WHERE Participant_Details  =  'Kenyatta Kuhn',Which events id does not have any participant with detail 'Kenyatta Kuhn'?
2150,local_govt_in_alabama,SELECT T1.service_type_code FROM services AS T1 JOIN EVENTS AS T2 ON T1.service_id  =  T2.service_id WHERE T2.event_details  =  'Success' INTERSECT SELECT T1.service_type_code FROM services AS T1 JOIN EVENTS AS T2 ON T1.service_id  =  T2.service_id WHERE T2.event_details  =  'Fail',Which services type had both successful and failure event details?
2151,local_govt_in_alabama,SELECT count(*) FROM EVENTS WHERE event_id NOT IN (SELECT event_id FROM Participants_in_Events),How many events did not have any participants?
2152,local_govt_in_alabama,SELECT count(DISTINCT participant_id) FROM participants_in_Events,What are all the distinct participant ids who attended any events?
2153,formula_1,SELECT name FROM races ORDER BY date DESC LIMIT 1,What is the name of the race held most recently?
2154,formula_1,SELECT name FROM races ORDER BY date DESC LIMIT 1,What is the name of the race that occurred most recently?
2155,formula_1,"SELECT name ,  date FROM races ORDER BY date DESC LIMIT 1",What is the name and date of the most recent race?
2156,formula_1,"SELECT name ,  date FROM races ORDER BY date DESC LIMIT 1",What is the name and date of the race that occurred most recently?
2157,formula_1,SELECT name FROM races WHERE YEAR = 2017,Find the names of all races held in 2017.
2158,formula_1,SELECT name FROM races WHERE YEAR = 2017,What are the names of all the races that occurred in the year 2017?
2159,formula_1,SELECT DISTINCT name FROM races WHERE YEAR BETWEEN 2014 AND 2017,Find the distinct names of all races held between 2014 and 2017?
2160,formula_1,SELECT DISTINCT name FROM races WHERE YEAR BETWEEN 2014 AND 2017,What are the unique names of all race held between 2014 and 2017?
2161,formula_1,"SELECT DISTINCT T1.forename ,  T1.surname FROM drivers AS T1 JOIN laptimes AS T2 ON T1.driverid = T2.driverid WHERE T2.milliseconds < 93000",List the forename and surname of all distinct drivers who once had laptime less than 93000 milliseconds?
2162,formula_1,"SELECT DISTINCT T1.forename ,  T1.surname FROM drivers AS T1 JOIN laptimes AS T2 ON T1.driverid = T2.driverid WHERE T2.milliseconds < 93000",What are the forenames and surnames of all unique drivers who had a lap time of less than 93000 milliseconds?
2163,formula_1,"SELECT DISTINCT T1.driverid ,  T1.nationality FROM drivers AS T1 JOIN laptimes AS T2 ON T1.driverid = T2.driverid WHERE T2.milliseconds >  100000",Find all the distinct id and nationality of drivers who have had laptime more than 100000 milliseconds?
2164,formula_1,"SELECT DISTINCT T1.driverid ,  T1.nationality FROM drivers AS T1 JOIN laptimes AS T2 ON T1.driverid = T2.driverid WHERE T2.milliseconds >  100000",What are the different driver ids and nationalities of all drivers who had a laptime of more than 100000 milliseconds?
2165,formula_1,"SELECT T1.forename ,  T1.surname FROM drivers AS T1 JOIN laptimes AS T2 ON T1.driverid = T2.driverid ORDER BY T2.milliseconds LIMIT 1",What are the forename and surname of the driver who has the smallest laptime?
2166,formula_1,"SELECT T1.forename ,  T1.surname FROM drivers AS T1 JOIN laptimes AS T2 ON T1.driverid = T2.driverid ORDER BY T2.milliseconds LIMIT 1",What is the forename and surname of the driver with the shortest laptime?
2167,formula_1,"SELECT T1.driverid ,  T1.surname FROM drivers AS T1 JOIN laptimes AS T2 ON T1.driverid = T2.driverid ORDER BY T2.milliseconds DESC LIMIT 1",What is the id and family name of the driver who has the longest laptime?
2168,formula_1,"SELECT T1.driverid ,  T1.surname FROM drivers AS T1 JOIN laptimes AS T2 ON T1.driverid = T2.driverid ORDER BY T2.milliseconds DESC LIMIT 1",What is the id and last name of the driver with the longest laptime?
2169,formula_1,"SELECT T1.driverid ,  T1.forename ,  T1.surname FROM drivers AS T1 JOIN laptimes AS T2 ON T1.driverid = T2.driverid WHERE POSITION  =  '1' GROUP BY T1.driverid HAVING count(*)  >=  2","What is the id, forname and surname of the driver who had the first position in terms of laptime at least twice?"
2170,formula_1,"SELECT T1.driverid ,  T1.forename ,  T1.surname FROM drivers AS T1 JOIN laptimes AS T2 ON T1.driverid = T2.driverid WHERE POSITION  =  '1' GROUP BY T1.driverid HAVING count(*)  >=  2","What is the id, first name, and last name of the driver who was in the first position for laptime at least twice?"
2171,formula_1,"SELECT count(*) FROM results AS T1 JOIN races AS T2 ON T1.raceid = T2.raceid WHERE T2.name = ""Australian Grand Prix"" AND YEAR = 2009",How many drivers participated in the race Australian Grand Prix held in 2009?
2172,formula_1,"SELECT count(*) FROM results AS T1 JOIN races AS T2 ON T1.raceid = T2.raceid WHERE T2.name = ""Australian Grand Prix"" AND YEAR = 2009",How many drivers were in the Australian Grand Prix held in 2009?
2173,formula_1,SELECT count(DISTINCT driverId) FROM results WHERE raceId NOT IN( SELECT raceId FROM races WHERE YEAR != 2009 ),How many drivers did not participate in the races held in 2009?
2174,formula_1,SELECT count(DISTINCT driverId) FROM results WHERE raceId NOT IN( SELECT raceId FROM races WHERE YEAR != 2009 ),How many drivers did not race in 2009?
2175,formula_1,"SELECT T2.name ,  T2.year FROM results AS T1 JOIN races AS T2 ON T1.raceid = T2.raceid JOIN drivers AS T3 ON T1.driverid = T3.driverid WHERE T3.forename = ""Lewis""",Give me a list of names and years of races that had any driver whose forename is Lewis?
2176,formula_1,"SELECT T2.name ,  T2.year FROM results AS T1 JOIN races AS T2 ON T1.raceid = T2.raceid JOIN drivers AS T3 ON T1.driverid = T3.driverid WHERE T3.forename = ""Lewis""",What are the names and years of all races that had a driver with the last name Lewis?
2177,formula_1,"SELECT forename ,  surname FROM drivers WHERE nationality = ""German""",Find the forename and surname of drivers whose nationality is German?
2178,formula_1,"SELECT forename ,  surname FROM drivers WHERE nationality = ""German""",What is the first and last name of all the German drivers?
2179,formula_1,"SELECT T2.driverid ,  T3.forename FROM races AS T1 JOIN results AS T2 ON T1.raceid = T2.raceid JOIN drivers AS T3 ON T2.driverid  =  T3.driverid WHERE T1.name = ""Australian Grand Prix"" INTERSECT SELECT T2.driverid ,  T3.forename FROM races AS T1 JOIN results AS T2 ON T1.raceid = T2.raceid JOIN drivers AS T3 ON T2.driverid  =  T3.driverid WHERE T1.name = ""Chinese Grand Prix""",Find the id and forenames of drivers who participated both the races with name Australian Grand Prix and the races with name Chinese Grand Prix?
2180,formula_1,"SELECT T2.driverid ,  T3.forename FROM races AS T1 JOIN results AS T2 ON T1.raceid = T2.raceid JOIN drivers AS T3 ON T2.driverid  =  T3.driverid WHERE T1.name = ""Australian Grand Prix"" INTERSECT SELECT T2.driverid ,  T3.forename FROM races AS T1 JOIN results AS T2 ON T1.raceid = T2.raceid JOIN drivers AS T3 ON T2.driverid  =  T3.driverid WHERE T1.name = ""Chinese Grand Prix""",What is the id and first name of all the drivers who participated in the Australian Grand Prix and the Chinese Grand Prix?
2181,formula_1,"SELECT T3.forename ,  T3.surname FROM races AS T1 JOIN results AS T2 ON T1.raceid = T2.raceid JOIN drivers AS T3 ON T2.driverid = T3.driverid WHERE T1.name = ""Australian Grand Prix"" EXCEPT SELECT T3.forename ,  T3.surname FROM races AS T1 JOIN results AS T2 ON T1.raceid = T2.raceid JOIN drivers AS T3 ON T2.driverid = T3.driverid WHERE T1.name = ""Chinese Grand Prix""",What are the forenames and surnames of drivers who participated in the races named Australian Grand Prix but not the races named Chinese Grand Prix?
2182,formula_1,"SELECT T3.forename ,  T3.surname FROM races AS T1 JOIN results AS T2 ON T1.raceid = T2.raceid JOIN drivers AS T3 ON T2.driverid = T3.driverid WHERE T1.name = ""Australian Grand Prix"" EXCEPT SELECT T3.forename ,  T3.surname FROM races AS T1 JOIN results AS T2 ON T1.raceid = T2.raceid JOIN drivers AS T3 ON T2.driverid = T3.driverid WHERE T1.name = ""Chinese Grand Prix""",What are the first and last names of all drivers who participated in the Australian Grand Prix but not the Chinese Grand Prix?
2183,formula_1,SELECT DISTINCT T1.forename FROM drivers AS T1 JOIN driverstandings AS T2 ON T1.driverid = T2.driverid WHERE T2.position = 1 AND T2.wins = 1,Find all the forenames of distinct drivers who was in position 1 as standing and won?
2184,formula_1,SELECT DISTINCT T1.forename FROM drivers AS T1 JOIN driverstandings AS T2 ON T1.driverid = T2.driverid WHERE T2.position = 1 AND T2.wins = 1,What are all the different first names of the drivers who are in position as standing and won?
2185,formula_1,SELECT DISTINCT T1.forename FROM drivers AS T1 JOIN driverstandings AS T2 ON T1.driverid = T2.driverid WHERE T2.position = 1 AND T2.wins = 1 AND T2.points > 20,Find all the forenames of distinct drivers who won in position 1 as driver standing and had more than 20 points?
2186,formula_1,SELECT DISTINCT T1.forename FROM drivers AS T1 JOIN driverstandings AS T2 ON T1.driverid = T2.driverid WHERE T2.position = 1 AND T2.wins = 1 AND T2.points > 20,What are the first names of the different drivers who won in position 1 as driver standing and had more than 20 points?
2187,formula_1,"SELECT count(*) ,  nationality FROM constructors GROUP BY nationality",What are the numbers of constructors for different nationalities?
2188,formula_1,"SELECT count(*) ,  nationality FROM constructors GROUP BY nationality","For each nationality, how many different constructors are there?"
2189,formula_1,"SELECT count(*) ,  constructorid FROM constructorStandings GROUP BY constructorid",What are the numbers of races for each constructor id?
2190,formula_1,"SELECT count(*) ,  constructorid FROM constructorStandings GROUP BY constructorid","For each constructor id, how many races are there?"
2191,formula_1,"SELECT T1.name FROM races AS T1 JOIN circuits AS T2 ON T1.circuitid = T2.circuitid WHERE T2.country = ""Spain"" AND T1.year > 2017",What are the names of races that were held after 2017 and the circuits were in the country of Spain?
2192,formula_1,"SELECT T1.name FROM races AS T1 JOIN circuits AS T2 ON T1.circuitid = T2.circuitid WHERE T2.country = ""Spain"" AND T1.year > 2017",What are the names of the races held after 2017 in Spain?
2193,formula_1,"SELECT DISTINCT T1.name FROM races AS T1 JOIN circuits AS T2 ON T1.circuitid = T2.circuitid WHERE T2.country = ""Spain"" AND T1.year > 2000",What are the unique names of races that held after 2000 and the circuits were in Spain?
2194,formula_1,"SELECT DISTINCT T1.name FROM races AS T1 JOIN circuits AS T2 ON T1.circuitid = T2.circuitid WHERE T2.country = ""Spain"" AND T1.year > 2000",What are the names of all races held after 2000 in Spain?
2195,formula_1,"SELECT DISTINCT driverid ,  STOP FROM pitstops WHERE duration  <  (SELECT max(duration) FROM pitstops WHERE raceid  =  841)",Find the distinct driver id and the stop number of all drivers that have a shorter pit stop duration than some drivers in the race with id 841.
2196,formula_1,"SELECT DISTINCT driverid ,  STOP FROM pitstops WHERE duration  <  (SELECT max(duration) FROM pitstops WHERE raceid  =  841)",What is the id and stop number for each driver that has a shorter pit stop than the driver in the race with id 841?
2197,formula_1,"SELECT DISTINCT driverid ,  STOP FROM pitstops WHERE duration  >  (SELECT min(duration) FROM pitstops WHERE raceid  =  841)",Find the distinct driver id of all drivers that have a longer stop duration than some drivers in the race whose id is 841?
2198,formula_1,"SELECT DISTINCT driverid ,  STOP FROM pitstops WHERE duration  >  (SELECT min(duration) FROM pitstops WHERE raceid  =  841)",What are the different ids and stop durations of all the drivers whose stop lasted longer than the driver in the race with the id 841?
2199,formula_1,SELECT DISTINCT forename FROM drivers ORDER BY forename ASC,List the forenames of all distinct drivers in alphabetical order?
2200,formula_1,SELECT DISTINCT forename FROM drivers ORDER BY forename ASC,What are the first names of all the different drivers in alphabetical order?
2201,formula_1,SELECT DISTINCT name FROM races ORDER BY name DESC,List the names of all distinct races in reversed  lexicographic order?
2202,formula_1,SELECT DISTINCT name FROM races ORDER BY name DESC,What are the different names of all the races in reverse alphabetical order?
2203,formula_1,SELECT name FROM races WHERE YEAR BETWEEN 2009 AND 2011,What are the names of races held between 2009 and 2011?
2204,formula_1,SELECT name FROM races WHERE YEAR BETWEEN 2009 AND 2011,What are the names of all races held between 2009 and 2011?
2205,formula_1,"SELECT name FROM races WHERE TIME > ""12:00:00"" OR TIME < ""09:00:00""",What are the names of races held after 12:00:00 or before 09:00:00?
2206,formula_1,"SELECT name FROM races WHERE TIME > ""12:00:00"" OR TIME < ""09:00:00""",What are the names of all races that occurred after 12:00:00 or before 09:00:00?
2207,formula_1,"SELECT T1.forename ,  T1.surname ,  T1.driverid FROM drivers AS T1 JOIN pitstops AS T2 ON T1.driverid  =  T2.driverid GROUP BY T1.driverid HAVING count(*)  >  8 UNION SELECT T1.forename ,  T1.surname ,  T1.driverid FROM drivers AS T1 JOIN results AS T2 ON T1.driverid  =  T2.driverid GROUP BY T1.driverid HAVING count(*)  >  5","What are the drivers' first, last names and id who had more than 8 pit stops or participated in more than 5 race results?"
2208,formula_1,"SELECT T1.forename ,  T1.surname ,  T1.driverid FROM drivers AS T1 JOIN pitstops AS T2 ON T1.driverid  =  T2.driverid GROUP BY T1.driverid HAVING count(*)  >  8 UNION SELECT T1.forename ,  T1.surname ,  T1.driverid FROM drivers AS T1 JOIN results AS T2 ON T1.driverid  =  T2.driverid GROUP BY T1.driverid HAVING count(*)  >  5","What are the drivers' first names,last names, and ids for all those that had more than 8 stops or participated in more than 5 races?"
2209,formula_1,"SELECT T1.surname ,  T1.driverid FROM drivers AS T1 JOIN pitstops AS T2 ON T1.driverid  =  T2.driverid GROUP BY T1.driverid HAVING count(*)  =  11 INTERSECT SELECT T1.surname ,  T1.driverid FROM drivers AS T1 JOIN results AS T2 ON T1.driverid  =  T2.driverid GROUP BY T1.driverid HAVING count(*)  >  5",What are the drivers' last names and id who had 11 pit stops and participated in more than 5 race results?
2210,formula_1,"SELECT T1.surname ,  T1.driverid FROM drivers AS T1 JOIN pitstops AS T2 ON T1.driverid  =  T2.driverid GROUP BY T1.driverid HAVING count(*)  =  11 INTERSECT SELECT T1.surname ,  T1.driverid FROM drivers AS T1 JOIN results AS T2 ON T1.driverid  =  T2.driverid GROUP BY T1.driverid HAVING count(*)  >  5",What are the last names and ids of all drivers who had 11 pit stops and participated in more than 5 races?
2211,formula_1,"SELECT T1.driverid ,  T1.surname FROM drivers AS T1 JOIN results AS T2 ON T1.driverid  =  T2.driverid JOIN races AS T3 ON T2.raceid = T3.raceid WHERE T3.year > 2010 GROUP BY T1.driverid ORDER BY count(*) DESC LIMIT 1",What is the id and last name of the driver who participated in the most races after 2010?
2213,formula_1,"SELECT name FROM circuits WHERE country = ""UK"" OR country = ""Malaysia""",What are the names of circuits that belong to UK or Malaysia?
2214,formula_1,"SELECT name FROM circuits WHERE country = ""UK"" OR country = ""Malaysia""",What are the names of all the circuits that are in the UK or Malaysia?
2215,formula_1,"SELECT circuitid ,  LOCATION FROM circuits WHERE country = ""France"" OR country = ""Belgium""",Find the id and location of circuits that belong to France or Belgium?
2216,formula_1,"SELECT circuitid ,  LOCATION FROM circuits WHERE country = ""France"" OR country = ""Belgium""",What are the ids and locations of all circuits in France or Belgium?
2217,formula_1,"SELECT T1.name FROM constructors AS T1 JOIN constructorstandings AS T2 ON T1.constructorid = T2.constructorid WHERE T1.nationality = ""Japanese"" AND T2.points > 5",Find the names of Japanese constructors that have once earned more than 5 points?
2218,formula_1,"SELECT T1.name FROM constructors AS T1 JOIN constructorstandings AS T2 ON T1.constructorid = T2.constructorid WHERE T1.nationality = ""Japanese"" AND T2.points > 5",What are the names of all the Japanese constructors that have earned more than 5 points?
2219,formula_1,"SELECT avg(T2.fastestlapspeed) FROM races AS T1 JOIN results AS T2 ON T1.raceid = T2.raceid WHERE T1.year = 2008 AND T1.name = ""Monaco Grand Prix""",What is the average fastest lap speed in race named 'Monaco Grand Prix' in 2008 ?
2220,formula_1,"SELECT avg(T2.fastestlapspeed) FROM races AS T1 JOIN results AS T2 ON T1.raceid = T2.raceid WHERE T1.year = 2008 AND T1.name = ""Monaco Grand Prix""",What is the average fastest lap speed for the Monaco Grand Prix in 2008?
2221,formula_1,"SELECT max(T2.fastestlapspeed) FROM races AS T1 JOIN results AS T2 ON T1.raceid = T2.raceid WHERE T1.year = 2008 AND T1.name = ""Monaco Grand Prix""",What is the maximum fastest lap speed in race named 'Monaco Grand Prix' in 2008 ?
2222,formula_1,"SELECT max(T2.fastestlapspeed) FROM races AS T1 JOIN results AS T2 ON T1.raceid = T2.raceid WHERE T1.year = 2008 AND T1.name = ""Monaco Grand Prix""",What is the maximum fastest lap speed in the Monaco Grand Prix in 2008?
2223,formula_1,"SELECT max(T2.fastestlapspeed) ,  T1.name ,  T1.year FROM races AS T1 JOIN results AS T2 ON T1.raceid = T2.raceid WHERE T1.year > 2014 GROUP BY T1.name ORDER BY T1.year",What are the maximum fastest lap speed in races held after 2004 grouped by race name and ordered by year?
2224,formula_1,"SELECT max(T2.fastestlapspeed) ,  T1.name ,  T1.year FROM races AS T1 JOIN results AS T2 ON T1.raceid = T2.raceid WHERE T1.year > 2014 GROUP BY T1.name ORDER BY T1.year","For each race name, What is the maximum fastest lap speed for races after 2004 ordered by year?"
2225,formula_1,"SELECT avg(T2.fastestlapspeed) ,  T1.name ,  T1.year FROM races AS T1 JOIN results AS T2 ON T1.raceid = T2.raceid WHERE T1.year > 2014 GROUP BY T1.name ORDER BY T1.year",What are the average fastest lap speed in races held after 2004 grouped by race name and ordered by year?
2226,formula_1,"SELECT avg(T2.fastestlapspeed) ,  T1.name ,  T1.year FROM races AS T1 JOIN results AS T2 ON T1.raceid = T2.raceid WHERE T1.year > 2014 GROUP BY T1.name ORDER BY T1.year","What is the average fastest lap speed for races held after 2004, for each race, ordered by year?"
2227,formula_1,"SELECT T1.driverid ,  T1.forename ,  count(*) FROM drivers AS T1 JOIN results AS T2 ON T1.driverid = T2.driverid JOIN races AS T3 ON T2.raceid = T3.raceid GROUP BY T1.driverid HAVING count(*)  >=  2","Find the id, forename and number of races of all drivers who have at least participated in two races?"
2228,formula_1,"SELECT T1.driverid ,  T1.forename ,  count(*) FROM drivers AS T1 JOIN results AS T2 ON T1.driverid = T2.driverid JOIN races AS T3 ON T2.raceid = T3.raceid GROUP BY T1.driverid HAVING count(*)  >=  2","What is the id, forename, and number of races for all drivers that have participated in at least 2 races?"
2229,formula_1,"SELECT T1.driverid ,  count(*) FROM drivers AS T1 JOIN results AS T2 ON T1.driverid = T2.driverid JOIN races AS T3 ON T2.raceid = T3.raceid GROUP BY T1.driverid HAVING count(*)  <=  30",Find the driver id and number of races of all drivers who have at most participated in 30 races?
2230,formula_1,"SELECT T1.driverid ,  count(*) FROM drivers AS T1 JOIN results AS T2 ON T1.driverid = T2.driverid JOIN races AS T3 ON T2.raceid = T3.raceid GROUP BY T1.driverid HAVING count(*)  <=  30","For each id of a driver who participated in at most 30 races, how many races did they participate in?"
2231,formula_1,"SELECT T1.driverid ,  T1.surname FROM drivers AS T1 JOIN results AS T2 ON T1.driverid = T2.driverid JOIN races AS T3 ON T2.raceid = T3.raceid GROUP BY T1.driverid ORDER BY count(*) DESC LIMIT 1",Find the id and surname of the driver who participated the most number of races?
2232,formula_1,"SELECT T1.driverid ,  T1.surname FROM drivers AS T1 JOIN results AS T2 ON T1.driverid = T2.driverid JOIN races AS T3 ON T2.raceid = T3.raceid GROUP BY T1.driverid ORDER BY count(*) DESC LIMIT 1",What are the ids and last names of all drivers who participated in the most races?
2233,machine_repair,SELECT count(*) FROM technician,How many technicians are there?
2234,machine_repair,SELECT count(*) FROM technician,What is the number of technicians?
2235,machine_repair,SELECT Name FROM technician ORDER BY Age ASC,List the names of technicians in ascending order of age.
